No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
232,2015,1,10,15,39,56,26,51,1100,44,14,1011,-17.2,0,WSW,1.3,Aotizhongxin
233,2015,1,10,16,18,35,24,22,700,62,12,1011,-16.6,0,W,1.4,Aotizhongxin
234,2015,1,10,17,28,49,24,35,800,50,8,1016,-17.1,0,WNW,2,Aotizhongxin
235,2015,1,10,18,64,129,29,95,1600,8,6,1014,-14.7,0,SW,1.6,Aotizhongxin
236,2015,1,10,19,111,194,37,115,2300,2,3,1012,-12.5,0,W,1,Aotizhongxin
237,2015,1,10,20,159,206,48,134,2600,2,1,1016,-9.9,0,W,0.4,Aotizhongxin
238,2015,1,10,21,177,229,56,145,3200,2,3,1015,-11,0,ENE,1.2,Aotizhongxin
239,2015,1,10,22,116,146,56,110,2600,2,-1,1018,-10.6,0,NNW,0.6,Aotizhongxin
240,2015,1,10,23,80,92,48,92,2000,2,-2,1021,-10.6,0,NE,0.8,Aotizhongxin
241,2015,1,11,0,32,50,24,61,1000,12,2,1019,-14.2,0,NE,1.5,Aotizhongxin
242,2015,1,11,1,16,57,12,28,600,35,3,1021,-14.7,0,ENE,2.9,Aotizhongxin
243,2015,1,11,2,8,40,8,20,500,44,3,1018,-13.8,0,E,1.9,Aotizhongxin
244,2015,1,11,3,7,15,6,19,400,44,2,1025,-14.2,0,ESE,2.2,Aotizhongxin
245,2015,1,11,4,6,6,6,18,400,44,2,1024,-14.2,0,E,1.6,Aotizhongxin
246,2015,1,11,5,4,5,5,15,400,45,1,1025,-15.5,0,ENE,1.5,Aotizhongxin
247,2015,1,11,6,6,7,4,16,400,45,1,1025,-16,0,ENE,3.5,Aotizhongxin
248,2015,1,11,7,10,10,8,24,500,38,0,1025,-16,0,NE,0.8,Aotizhongxin
249,2015,1,11,8,8,13,7,26,500,34,-4,1025,-15.6,0,W,0,Aotizhongxin
250,2015,1,11,9,9,19,8,37,600,24,-1,1026,-16.4,0,ENE,1.3,Aotizhongxin
251,2015,1,11,10,8,13,8,32,600,32,3,1026,-16.2,0,ESE,1,Aotizhongxin
252,2015,1,11,11,11,13,7,37,600,31,3,1027,-16.7,0,WSW,1.9,Aotizhongxin
253,2015,1,11,12,11,11,7,28,600,40,4,1029,-15.9,0,SSE,1.7,Aotizhongxin
254,2015,1,11,13,16,16,7,35,700,36,5,1025,-16.8,0,SW,2.1,Aotizhongxin
255,2015,1,11,14,21,25,11,46,800,30,6,1025,-16.6,0,SW,1.8,Aotizhongxin
256,2015,1,11,15,28,44,15,43,800,38,6,1028,-16.6,0,W,2.2,Aotizhongxin
257,2015,1,11,16,26,41,12,33,800,44,5,1027,-15.6,0,W,2.4,Aotizhongxin
258,2015,1,11,17,32,51,14,41,800,39,3,1028,-11.7,0,SW,1,Aotizhongxin
259,2015,1,11,18,54,105,30,62,1300,24,2,1026,-9,0,SW,1.3,Aotizhongxin
260,2015,1,11,19,70,115,29,69,1400,17,3,1030,-8.1,0,SW,1.5,Aotizhongxin
261,2015,1,11,20,76,114,29,75,1400,11,3,1028,-8.1,0,SW,1.5,Aotizhongxin
262,2015,1,11,21,75,113,29,70,1400,16,2,1031,-7.4,0,SW,1.5,Aotizhongxin
263,2015,1,11,22,80,113,28,76,1500,10,2,1029,-7.6,0,SSW,1.5,Aotizhongxin
264,2015,1,11,23,84,108,32,78,1500,7,1,1030,-8,0,SW,2.1,Aotizhongxin
265,2015,1,12,0,104,130,41,84,2100,2,1,1032,-8.5,0,SW,1.2,Aotizhongxin
266,2015,1,12,1,84,95,30,73,1800,2,-1,1029,-8.7,0,WSW,1.2,Aotizhongxin
